Nom de l'entreprise,Note,Nombre de reviews,Catégorie,Site,Adresse,En France,Pourcentage 5 étoiles,Pourcentage 4 étoiles,Pourcentage 3 étoiles,Pourcentage 2 étoiles,Pourcentage 1 étoile
20h35,2.8,3,Clothing Store,http://www.20h35.fr/,,Oui,0%,0%,0%,0%,0%
Schmiede Mode,4.3,7,Clothing Store,http://schmiedemode.de/,,Oui,0%,0%,0%,0%,0%
Personnalisershirt,2.8,3,Clothing Store,http://personnalisershirt.fr/,,Oui,0%,0%,0%,33%,67%
The North Face Dk,2.8,3,Clothing Store,http://the-north-face-dk.com/,,Oui,0%,0%,0%,0%,0%
Plumetbrume,2.8,3,Clothing Store,http://plumetbrume.fr/,,Oui,0%,0%,0%,0%,0%
Cocorico,4.5,"15,125",Clothing Store,http://www.cocorico.store/,,Oui,77%,11%,5%,3%,4%
Sodishop,2.8,3,Clothing Store,http://sodishop.fr/,,Oui,0%,0%,0%,0%,0%
Vinted FR,3.4,"40,485",Clothing Store,https://vinted.fr/,,Oui,43%,7%,4%,4%,42%
bonprix,4.0,"10,923",Clothing Store,http://www.bonprix.fr/,,Oui,55%,27%,9%,3%,6%
Morgan,3.8,518,Clothing Store,http://morgandetoi.fr/,,Oui,46%,6%,5%,4%,39%
Footkorner,3.4,"1,960",Clothing Store,http://footkorner.com/,,Oui,0%,0%,3%,2%,35%
Kigurumi Party,2.8,3,Clothing Store,http://kigurumi-party.fr/,,Oui,0%,0%,0%,0%,0%
Boutiquepokemon,2.8,3,Clothing Store,http://boutiquepokemon.fr/,,Oui,0%,0%,0%,0%,0%
Wearedelasoul,2.8,3,Clothing Store,http://wearedelasoul.com/,,Oui,0%,0%,0%,0%,0%
Decamp,2.8,3,Clothing Store,http://decamp.info/,,Oui,0%,0%,0%,0%,0%
Holekings,4.0,3,Clothing Store,http://www.holekings.com/,,Oui,0%,0%,0%,0%,0%
Mademoisellechic,2.8,3,Clothing Store,http://mademoisellechic.fr/,,Oui,33%,0%,0%,0%,67%
Loreak Mendian,2.8,3,Shoe Store,http://www.loreakmendian.com/,,Oui,0%,0%,0%,0%,0%
Uggindustrie,2.8,3,Clothing Store,http://uggindustrie.fr/,,Oui,0%,0%,0%,0%,0%
Revue Chasse-Marée,2.8,3,Clothing Store,http://chasse-maree.com/,"Rue Henri Barbusse 51, 29100, Douarnenez, France",Oui,33%,0%,0%,0%,67%
Horizons Lointains,4.7,"4,539",Clothing Store,https://horizons-lointains.fr/,"9 rue la Praya, 33950, Lège Cap Ferret, France",Oui,87%,7%,3%,1%,2%
Fitmefor20,4.0,4,Clothing Store,http://fitmefor20.com/,,Oui,0%,0%,0%,0%,0%
Perfectcashmere,2.8,3,Clothing Store,http://www.perfectcashmere.com/,,Oui,0%,0%,0%,0%,0%
Fullerscope,2.8,3,Clothing Store,http://fullerscope.com/,,Oui,0%,0%,0%,0%,0%
Galeries Lafayette,2.7,"1,174",Clothing Store,http://www.galerieslafayette.com/,"27 rue de Châteaudun , 75009, Paris, France",Oui,24%,3%,2%,4%,67%
amourfou-onlineshop.com,2.8,3,Clothing Store,http://amourfou-onlineshop.com/,,Oui,33%,0%,0%,0%,67%
Skynet France,2.8,3,Clothing Store,http://www.skynet-france.fr/,,Oui,0%,0%,0%,0%,0%
Univers du Japon,4.8,"3,604",Clothing Store,https://universdujapon.com/,"66 avenue des Champs Elysées, 75008, Paris, France",Oui,91%,6%,1%,1%,1%
NORM-CORE,4.3,"1,605",Clothing Store,http://norm-core.com/,,Oui,72%,12%,4%,4%,8%
Theblackluxe,3.4,2,Clothing Store,https://theblackluxe.com/,,Oui,0%,0%,0%,0%,0%
Motus Boutique,4.5,"1,080",Clothing Store,http://www.motusboutique.fr/,,Oui,78%,0%,4%,3%,5%
Vestiaire Collective,4.1,"72,811",Clothing Store,http://vestiairecollective.com/?utm_medium=partnership&utm_source=trustpilot.com,"53 Rue de Châteaudun, 75009, Paris, France",Oui,59%,9%,4%,3%,25%
Boutiquedubob,2.8,3,Clothing Store,http://boutiquedubob.fr/,,Oui,0%,0%,0%,0%,0%
Nityabride,2.8,3,Clothing Store,http://nityabride.com/,,Oui,0%,0%,0%,0%,0%
Warm People,3.8,2,Clothing Store,http://warmpeople.co/,,Oui,0%,0%,0%,0%,0%
Boothbee,4.2,6,Clothing Store,http://boothbee.com/,,Oui,0%,0%,0%,0%,0%
Style Fashion,2.8,3,Clothing Store,http://www.style-fashion.fr/,,Oui,33%,0%,0%,0%,67%
Kalyros,2.8,3,Clothing Store,http://kalyros.com/,,Oui,0%,0%,0%,0%,0%
Lefourni,2.8,3,Clothing Store,http://lefourni.fr/,,Oui,0%,0%,0%,0%,0%
Hapsatousy,2.8,3,Clothing Store,http://hapsatousy.com/,,Oui,0%,0%,0%,0%,0%
Schmiede Mode,4.3,7,Clothing Store,http://schmiedemode.de/,,Oui,0%,0%,0%,0%,0%
21run.com,2.7,169,Clothing Store,http://www.21run.fr/,,Oui,24%,6%,4%,6%,0%
Cocorico,4.5,"15,125",Clothing Store,http://www.cocorico.store/,,Oui,77%,11%,5%,3%,4%
Vinted FR,3.4,"40,485",Clothing Store,https://vinted.fr/,,Oui,43%,7%,4%,4%,42%
bonprix,4.0,"10,923",Clothing Store,http://www.bonprix.fr/,,Oui,55%,27%,9%,3%,6%
Morgan,3.8,518,Clothing Store,http://morgandetoi.fr/,,Oui,46%,6%,5%,4%,39%
Footkorner,3.4,"1,960",Clothing Store,http://footkorner.com/,,Oui,0%,0%,3%,2%,35%
lafeemaraboutee.fr,2.7,13,Clothing Store,http://lafeemaraboutee.fr/,,Oui,31%,8%,0%,8%,53%
Drapeau Noir,2.7,7,Clothing Store,http://drapeau-noir.fr/,,Oui,57%,0%,0%,0%,43%
Pilou Pilou Store,2.7,29,Clothing Store,http://pilou-pilou-store.fr/,,Oui,45%,0%,0%,3%,52%
Maisondufoot,2.7,192,Clothing Store,http://maisondufoot.fr/,,Oui,41%,6%,2%,6%,45%
Redoute,2.7,9,Clothing Store,http://redoute.fr/,,Oui,11%,22%,22%,11%,34%
Nuit De Soie,2.7,11,Clothing Store,http://nuit-de-soie.fr/,,Oui,27%,0%,0%,0%,73%
Holekings,4.0,3,Clothing Store,http://www.holekings.com/,,Oui,0%,0%,0%,0%,0%
Lafemmemoderne,2.7,53,Clothing Store,http://www.lafemmemoderne.fr/,,Oui,55%,7%,4%,2%,32%
Eliminate,2.7,8,Clothing Store,http://eliminate.fr/,,Oui,37%,0%,0%,0%,63%
lapetiteetoile.com,2.7,10,Clothing Store,http://lapetiteetoile.com/,,Oui,0%,0%,0%,0%,0%
CHEMTOV,2.7,6,Shoe Store,http://chem-tov.com/,"21 rue Gambetta , 83990, Saint-Tropez, France",Oui,33%,0%,0%,0%,67%
Horizons Lointains,4.7,"4,539",Clothing Store,https://horizons-lointains.fr/,"9 rue la Praya, 33950, Lège Cap Ferret, France",Oui,87%,7%,3%,1%,2%
Fitmefor20,4.0,4,Clothing Store,http://fitmefor20.com/,,Oui,0%,0%,0%,0%,0%
Bonton,2.7,12,Clothing Store,http://bonton.fr/,,Oui,17%,0%,0%,8%,75%
jbrodde.fr,2.7,8,Shoe Store,http://jbrodde.fr/,,Oui,37%,0%,0%,13%,0%
Univers du Japon,4.8,"3,604",Clothing Store,https://universdujapon.com/,"66 avenue des Champs Elysées, 75008, Paris, France",Oui,91%,6%,1%,1%,1%
NORM-CORE,4.3,"1,605",Clothing Store,http://norm-core.com/,,Oui,72%,12%,4%,4%,8%
Theblackluxe,3.4,2,Clothing Store,https://theblackluxe.com/,,Oui,0%,0%,0%,0%,0%
Motus Boutique,4.5,"1,080",Clothing Store,http://www.motusboutique.fr/,,Oui,78%,0%,4%,3%,5%
Upe Family,2.7,10,Clothing Store,http://upe-family.fr/,,Oui,0%,0%,0%,0%,0%
Vestiaire Collective,4.1,"72,811",Clothing Store,http://vestiairecollective.com/?utm_medium=partnership&utm_source=trustpilot.com,"53 Rue de Châteaudun, 75009, Paris, France",Oui,59%,9%,4%,3%,25%
Warm People,3.8,2,Clothing Store,http://warmpeople.co/,,Oui,0%,0%,0%,0%,0%
Boothbee,4.2,6,Clothing Store,http://boothbee.com/,,Oui,0%,0%,0%,0%,0%
Underarmour,2.7,8,Shoe Store,http://underarmour.fr/,,Oui,25%,12%,0%,0%,63%
Boutique Du Renard,2.7,7,Clothing Store,http://boutique-du-renard.com/,,Oui,29%,0%,0%,0%,71%
Pomm'Poire,2.7,14,Clothing Store,http://pommpoire.fr/,"Rue des Lainiers 1, 59150, Wattrelos, France",Oui,22%,0%,0%,14%,64%
Grenouillere Style,2.7,14,Clothing Store,http://grenouillere-style.fr/,,Oui,29%,7%,0%,14%,0%
Schmiede Mode,4.3,7,Clothing Store,http://schmiedemode.de/,,Oui,0%,0%,0%,0%,0%
Ranstar,2.7,42,Clothing Store,http://ranstar.fr/,,Oui,24%,5%,0%,0%,71%
Le Plaid Francais,2.7,9,Clothing Store,http://le-plaid-francais.fr/,,Oui,22%,0%,0%,11%,67%
Léonie Delacroix,2.7,4,Clothing Store,http://leoniedelacroix.com/,,Oui,0%,0%,0%,25%,75%
Cocorico,4.5,"15,125",Clothing Store,http://www.cocorico.store/,,Oui,77%,11%,5%,3%,4%
Vinted FR,3.4,"40,485",Clothing Store,https://vinted.fr/,,Oui,43%,7%,4%,4%,42%
bonprix,4.0,"10,923",Clothing Store,http://www.bonprix.fr/,,Oui,55%,27%,9%,3%,6%
Gémo,2.6,282,Clothing Store,http://gemo.fr/,,Oui,24%,5%,3%,9%,59%
Morgan,3.8,518,Clothing Store,http://morgandetoi.fr/,,Oui,46%,6%,5%,4%,39%
Footkorner,3.4,"1,960",Clothing Store,http://footkorner.com/,,Oui,0%,0%,3%,2%,35%
akindofguise.com,2.7,4,Clothing Store,http://akindofguise.com/,,Oui,25%,25%,0%,0%,0%
Elevendestock,2.6,11,Clothing Store,http://elevendestock.com/,,Oui,27%,0%,0%,9%,64%
Newlab Brand,2.7,4,Clothing Store,http://www.newlab-brand.com/,,Oui,0%,0%,0%,25%,75%
Flair Bodysuits,2.6,16,Clothing Store,http://flairbodysuits.com/,,Oui,37%,0%,6%,13%,44%
Holekings,4.0,3,Clothing Store,http://www.holekings.com/,,Oui,0%,0%,0%,0%,0%
Furygan,2.6,10,Clothing Store,http://furygan.fr/,,Oui,0%,0%,0%,0%,0%
Jefchaussures,2.6,40,Shoe Store,http://www.jefchaussures.com/,,Oui,0%,5%,2%,8%,55%
Visagechaussettes,2.6,71,Clothing Store,http://www.visagechaussettes.fr/,,Oui,25%,6%,1%,7%,61%
Nos Pantoufles,2.6,10,Clothing Store,http://nos-pantoufles.fr/,,Oui,0%,0%,0%,0%,0%
Maboiteadessous,2.6,12,Clothing Store,http://maboiteadessous.com/,,Oui,25%,0%,0%,17%,58%
Sweetiz Paris,2.6,49,Clothing Store,http://sweetizparis.fr/,,Oui,51%,14%,4%,0%,31%
Horizons Lointains,4.7,"4,539",Clothing Store,https://horizons-lointains.fr/,"9 rue la Praya, 33950, Lège Cap Ferret, France",Oui,87%,7%,3%,1%,2%
Fitmefor20,4.0,4,Clothing Store,http://fitmefor20.com/,,Oui,0%,0%,0%,0%,0%
Swarosky,2.7,5,Jewelry Store,http://www.swarosky.com/,,Oui,0%,0%,0%,0%,0%
Gertrude Gaston,2.6,23,Clothing Store,http://gertrude-gaston.com/,,Oui,39%,0%,0%,0%,61%
Poncho Shop,2.7,4,Clothing Store,http://poncho-shop.fr/,,Oui,25%,0%,0%,25%,0%
Univers du Japon,4.8,"3,604",Clothing Store,https://universdujapon.com/,"66 avenue des Champs Elysées, 75008, Paris, France",Oui,91%,6%,1%,1%,1%
NORM-CORE,4.3,"1,605",Clothing Store,http://norm-core.com/,,Oui,72%,12%,4%,4%,8%
Theblackluxe,3.4,2,Clothing Store,https://theblackluxe.com/,,Oui,0%,0%,0%,0%,0%
Motus Boutique,4.5,"1,080",Clothing Store,http://www.motusboutique.fr/,,Oui,78%,0%,4%,3%,5%
Vestiaire Collective,4.1,"72,811",Clothing Store,http://vestiairecollective.com/?utm_medium=partnership&utm_source=trustpilot.com,"53 Rue de Châteaudun, 75009, Paris, France",Oui,59%,9%,4%,3%,25%
Warm People,3.8,2,Clothing Store,http://warmpeople.co/,,Oui,0%,0%,0%,0%,0%
Boothbee,4.2,6,Clothing Store,http://boothbee.com/,,Oui,0%,0%,0%,0%,0%
Ericbridal,2.6,13,Clothing Store,http://www.ericbridal.fr/,,Oui,8%,0%,8%,0%,84%
Botma,2.6,14,Clothing Store,http://botma.fr/,,Oui,21%,7%,0%,0%,72%
Lemaire,2.7,4,Shoe Store,http://lemaire.fr/,,Oui,25%,0%,0%,0%,75%
Occhialiexpress,2.7,4,Clothing Store,http://occhialiexpress.com/,,Oui,25%,0%,0%,0%,75%
Schmiede Mode,4.3,7,Clothing Store,http://schmiedemode.de/,,Oui,0%,0%,0%,0%,0%
Marks & Spencer,2.6,16,Clothing Store,http://marksandspencer.fr/,"Avenue des Champs-Élysées 100, 75008, Paris, France",Oui,25%,0%,6%,0%,69%
Cocorico,4.5,"15,125",Clothing Store,http://www.cocorico.store/,,Oui,77%,11%,5%,3%,4%
Vinted FR,3.4,"40,485",Clothing Store,https://vinted.fr/,,Oui,43%,7%,4%,4%,42%
bonprix,4.0,"10,923",Clothing Store,http://www.bonprix.fr/,,Oui,55%,27%,9%,3%,6%
Morgan,3.8,518,Clothing Store,http://morgandetoi.fr/,,Oui,46%,6%,5%,4%,39%
inesdelafressange.fr,2.6,6,Jewelry Store,http://inesdelafressange.fr/,,Oui,0%,0%,17%,0%,83%
Footkorner,3.4,"1,960",Clothing Store,http://footkorner.com/,,Oui,0%,0%,3%,2%,35%
Mylookpro.com,2.6,5,Clothing Store,http://mylookpro.com/,,Oui,0%,0%,0%,0%,0%
Pallas cuir,2.6,4,Shoe Store,http://www.pallascuir.com/,,Oui,0%,0%,0%,0%,0%
Mode et Caftan,2.6,7,Clothing Store,http://mode-et-caftan.com/,,Oui,57%,0%,0%,0%,43%
Kigurumi Nation,2.6,5,Clothing Store,http://kigurumi-nation.fr/,,Oui,0%,0%,0%,0%,0%
Blinx,2.6,5,Clothing Store,http://blinx.fr/,,Oui,0%,0%,0%,0%,0%
DC Shoes,2.6,7,Clothing Store,http://dcshoes.fr/,,Oui,57%,0%,0%,0%,43%
Holekings,4.0,3,Clothing Store,http://www.holekings.com/,,Oui,0%,0%,0%,0%,0%
Al Hidayah,2.6,4,Clothing Store,http://alhidayah.fr/,,Oui,25%,0%,0%,25%,0%
Horizons Lointains,4.7,"4,539",Clothing Store,https://horizons-lointains.fr/,"9 rue la Praya, 33950, Lège Cap Ferret, France",Oui,87%,7%,3%,1%,2%
Fitmefor20,4.0,4,Clothing Store,http://fitmefor20.com/,,Oui,0%,0%,0%,0%,0%
Univers du Japon,4.8,"3,604",Clothing Store,https://universdujapon.com/,"66 avenue des Champs Elysées, 75008, Paris, France",Oui,91%,6%,1%,1%,1%
NORM-CORE,4.3,"1,605",Clothing Store,http://norm-core.com/,,Oui,72%,12%,4%,4%,8%
Laculottedelouise,2.6,4,Clothing Store,http://www.laculottedelouise.fr/,,Oui,0%,0%,0%,0%,0%
Theblackluxe,3.4,2,Clothing Store,https://theblackluxe.com/,,Oui,0%,0%,0%,0%,0%
Motus Boutique,4.5,"1,080",Clothing Store,http://www.motusboutique.fr/,,Oui,78%,0%,4%,3%,5%
Pyllis,2.6,4,Clothing Store,http://pyllis.com/,,Oui,0%,0%,0%,0%,0%
Vestiaire Collective,4.1,"72,811",Clothing Store,http://vestiairecollective.com/?utm_medium=partnership&utm_source=trustpilot.com,"53 Rue de Châteaudun, 75009, Paris, France",Oui,59%,9%,4%,3%,25%
gap-france.fr,2.6,4,Clothing Store,http://www.gap-france.fr/,,Oui,0%,0%,0%,0%,0%
Warm People,3.8,2,Clothing Store,http://warmpeople.co/,,Oui,0%,0%,0%,0%,0%
Boothbee,4.2,6,Clothing Store,http://boothbee.com/,,Oui,0%,0%,0%,0%,0%
Magicboutik,2.6,5,Clothing Store,http://magicboutik.fr/,,Oui,0%,0%,0%,0%,0%
Eudoxie,2.6,5,Clothing Store,http://www.eudoxie.shop/,,Oui,0%,0%,0%,0%,0%
Marques Avenue,2.6,7,Clothing Store,http://www.marquesavenue.com/,,Oui,28%,0%,0%,29%,43%
Courrir,2.6,5,Shoe Store,http://courrir.com/,,Oui,0%,0%,0%,0%,0%
Osmoseshoes,2.6,6,Clothing Store,http://www.osmoseshoes.com/,,Oui,17%,0%,0%,0%,83%
Schmiede Mode,4.3,7,Clothing Store,http://schmiedemode.de/,,Oui,0%,0%,0%,0%,0%
Elegance Paris,2.6,5,Clothing Store,http://elegance-paris.fr/,,Oui,0%,0%,0%,0%,0%
trendyshop.fr,2.6,5,Clothing Store,http://trendyshop.fr/,,Oui,0%,0%,0%,0%,0%
Des marques et vous,2.6,4,Clothing Store,http://desmarquesetvous.fr/,,Oui,75%,0%,0%,0%,25%
Tousenchaussettes,2.6,6,Clothing Store,http://tousenchaussettes.com/,,Oui,17%,0%,0%,0%,83%
Cocorico,4.5,"15,125",Clothing Store,http://www.cocorico.store/,,Oui,77%,11%,5%,3%,4%
Fairytail Shop,2.6,4,Clothing Store,http://fairytail-shop.com/,,Oui,0%,0%,0%,0%,0%
Vinted FR,3.4,"40,485",Clothing Store,https://vinted.fr/,,Oui,43%,7%,4%,4%,42%
bonprix,4.0,"10,923",Clothing Store,http://www.bonprix.fr/,,Oui,55%,27%,9%,3%,6%
Morgan,3.8,518,Clothing Store,http://morgandetoi.fr/,,Oui,46%,6%,5%,4%,39%
Footkorner,3.4,"1,960",Clothing Store,http://footkorner.com/,,Oui,0%,0%,3%,2%,35%
Jolly Roger,2.6,4,Clothing Store,http://jolly-roger.fr/,,Oui,0%,0%,0%,0%,0%
pull-moche-de-noel.fr,2.6,4,Clothing Store,http://pull-moche-de-noel.fr/,,Oui,0%,0%,0%,0%,0%
Bleu de Paname,2.6,4,Clothing Store,http://www.bleudepaname.com/,"Rue Saint Honoré 68, 75001, Paris, France",Oui,0%,0%,0%,0%,0%
Printerval,2.6,4,Clothing Store,http://printerval.fr/,,Oui,0%,0%,0%,0%,0%
Cotonhouse,2.6,4,Clothing Store,http://cotonhouse.fr/,,Oui,0%,0%,0%,0%,0%
Amelie Cannes,2.6,4,Clothing Store,http://amelie-cannes.fr/,,Oui,0%,0%,0%,0%,0%
Eventail Rouge,2.6,4,Clothing Store,http://eventail-rouge.com/,,Oui,0%,0%,0%,0%,0%
Holekings,4.0,3,Clothing Store,http://www.holekings.com/,,Oui,0%,0%,0%,0%,0%
Fonatech,2.6,4,Clothing Store,http://www.fonatech.fr/,,Oui,0%,0%,0%,0%,0%
albertine-swim.com,2.6,4,Clothing Store,http://albertine-swim.com/,,Oui,0%,0%,0%,0%,0%
Lapokeball,2.6,4,Clothing Store,http://lapokeball.fr/,,Oui,0%,0%,0%,0%,0%
Horizons Lointains,4.7,"4,539",Clothing Store,https://horizons-lointains.fr/,"9 rue la Praya, 33950, Lège Cap Ferret, France",Oui,87%,7%,3%,1%,2%
boutique.om.fr,2.6,4,Clothing Store,http://boutique.om.fr/,,Oui,0%,0%,0%,0%,0%
Fitmefor20,4.0,4,Clothing Store,http://fitmefor20.com/,,Oui,0%,0%,0%,0%,0%
Univers du Japon,4.8,"3,604",Clothing Store,https://universdujapon.com/,"66 avenue des Champs Elysées, 75008, Paris, France",Oui,91%,6%,1%,1%,1%
NORM-CORE,4.3,"1,605",Clothing Store,http://norm-core.com/,,Oui,72%,12%,4%,4%,8%
Theblackluxe,3.4,2,Clothing Store,https://theblackluxe.com/,,Oui,0%,0%,0%,0%,0%
Motus Boutique,4.5,"1,080",Clothing Store,http://www.motusboutique.fr/,,Oui,78%,0%,4%,3%,5%
Octobuddy,2.6,4,Clothing Store,http://octobuddy.fr/,,Oui,0%,0%,0%,0%,0%
Vessinederlandnl,2.6,4,Clothing Store,http://vessinederlandnl.com/,,Oui,0%,0%,0%,0%,0%
Atelierculture Paris,2.6,4,Clothing Store,http://atelierculture-paris.fr/,,Oui,0%,0%,0%,0%,0%
Vestiaire Collective,4.1,"72,811",Clothing Store,http://vestiairecollective.com/?utm_medium=partnership&utm_source=trustpilot.com,"53 Rue de Châteaudun, 75009, Paris, France",Oui,59%,9%,4%,3%,25%
Warm People,3.8,2,Clothing Store,http://warmpeople.co/,,Oui,0%,0%,0%,0%,0%
Boothbee,4.2,6,Clothing Store,http://boothbee.com/,,Oui,0%,0%,0%,0%,0%
Savelle,2.6,4,Clothing Store,http://savelle.fr/,,Oui,0%,0%,0%,0%,0%
Obania,2.6,4,Jewelry Store,http://obania.com/,,Oui,0%,0%,0%,0%,0%
Schmiede Mode,4.3,7,Clothing Store,http://schmiedemode.de/,,Oui,0%,0%,0%,0%,0%
Rohdechaussures,2.6,4,Clothing Store,http://www.rohdechaussures.fr/,,Oui,0%,0%,0%,0%,0%
Famaideal,2.6,4,Clothing Store,http://www.famaideal.com/,,Oui,0%,0%,0%,0%,0%
zoeparis.fr,2.6,4,Clothing Store,http://zoeparis.fr/,,Oui,0%,0%,0%,0%,0%
Harmony Paris,2.6,4,Clothing Store,http://harmony-paris.com/,,Oui,0%,0%,25%,0%,75%
Cocorico,4.5,"15,125",Clothing Store,http://www.cocorico.store/,,Oui,77%,11%,5%,3%,4%
Vinted FR,3.4,"40,485",Clothing Store,https://vinted.fr/,,Oui,43%,7%,4%,4%,42%
Dozz Beauty,2.5,61,Clothing Store,http://dozz-beauty.com/,,Oui,19%,2%,0%,2%,77%
bonprix,4.0,"10,923",Clothing Store,http://www.bonprix.fr/,,Oui,55%,27%,9%,3%,6%
Morgan,3.8,518,Clothing Store,http://morgandetoi.fr/,,Oui,46%,6%,5%,4%,39%
Footkorner,3.4,"1,960",Clothing Store,http://footkorner.com/,,Oui,0%,0%,3%,2%,35%
Queloffrir,2.5,21,Clothing Store,http://queloffrir.fr/,,Oui,9%,14%,0%,0%,67%
Pyjama Panda Shop®,2.5,30,Clothing Store,http://pyjamapanda-shop.com/,,Oui,24%,3%,13%,0%,0%
Mlle Champetre,2.5,35,Clothing Store,http://mlle-champetre.com/,,Oui,14%,6%,3%,0%,77%
Happy Legs,2.5,71,Clothing Store,http://happy-legs.fr/,,Oui,46%,23%,3%,8%,0%
Artwear Tattoo,2.5,21,Clothing Store,http://artweartattoo.com/,,Oui,14%,5%,0%,0%,81%
Chic Closet France,2.6,4,Clothing Store,http://chic-closet-france.com/,,Oui,0%,0%,0%,0%,0%
Holekings,4.0,3,Clothing Store,http://www.holekings.com/,,Oui,0%,0%,0%,0%,0%
Bella Jones,2.6,4,Clothing Store,http://bellajones.eu/,,Oui,0%,0%,25%,0%,25%
Zilok.com,2.5,15,Clothing Store,http://zilok.fr/,,Oui,0%,13%,0%,7%,0%
L'Atelier Textile,2.5,18,Clothing Store,http://lateliertextile.fr/,,Oui,28%,5%,6%,0%,61%
Horizons Lointains,4.7,"4,539",Clothing Store,https://horizons-lointains.fr/,"9 rue la Praya, 33950, Lège Cap Ferret, France",Oui,87%,7%,3%,1%,2%
boutique.om.fr,2.6,4,Clothing Store,http://boutique.om.fr/,,Oui,0%,0%,0%,0%,0%
Fitmefor20,4.0,4,Clothing Store,http://fitmefor20.com/,,Oui,0%,0%,0%,0%,0%
Univers du Japon,4.8,"3,604",Clothing Store,https://universdujapon.com/,"66 avenue des Champs Elysées, 75008, Paris, France",Oui,91%,6%,1%,1%,1%
NORM-CORE,4.3,"1,605",Clothing Store,http://norm-core.com/,,Oui,72%,12%,4%,4%,8%
CHARLOTT',2.5,296,Clothing Store,https://www.charlott.fr/#utm_source=trustpilot&#utm_medium=seo&utm_campagne=avis,"Route des Troques, 69630, CHAPONOST, France",Oui,0%,8%,2%,2%,8%
Theblackluxe,3.4,2,Clothing Store,https://theblackluxe.com/,,Oui,0%,0%,0%,0%,0%
Motus Boutique,4.5,"1,080",Clothing Store,http://www.motusboutique.fr/,,Oui,78%,0%,4%,3%,5%
Vestiaire Collective,4.1,"72,811",Clothing Store,http://vestiairecollective.com/?utm_medium=partnership&utm_source=trustpilot.com,"53 Rue de Châteaudun, 75009, Paris, France",Oui,59%,9%,4%,3%,25%
OKAIDI,2.5,332,Clothing Store,http://okaidi.fr/,,Oui,26%,5%,3%,8%,58%
Lise Charmel,2.5,19,Clothing Store,http://www.lisecharmel.com/,"Rue Saint-Pierre de Vaise 45, 69009, Lyon, France",Oui,16%,0%,0%,0%,74%
Warm People,3.8,2,Clothing Store,http://warmpeople.co/,,Oui,0%,0%,0%,0%,0%
Boothbee,4.2,6,Clothing Store,http://boothbee.com/,,Oui,0%,0%,0%,0%,0%
Savelle,2.6,4,Clothing Store,http://savelle.fr/,,Oui,0%,0%,0%,0%,0%
Obania,2.6,4,Jewelry Store,http://obania.com/,,Oui,0%,0%,0%,0%,0%
Jacqueline Riu,2.5,20,Clothing Store,http://jacquelineriu.fr/,,Oui,0%,5%,5%,0%,0%
Lanaika,2.6,4,Clothing Store,http://www.lanaika.com/,,Oui,0%,0%,0%,0%,0%
Schmiede Mode,4.3,7,Clothing Store,http://schmiedemode.de/,,Oui,0%,0%,0%,0%,0%
Bts Merch,2.5,21,Jewelry Store,http://bts-merch.store/,,Oui,14%,5%,5%,9%,67%
Cloggs.co.uk,2.5,6,Clothing Store,http://www.cloggs.eu/,,Oui,33%,0%,0%,0%,67%
Vente-en-or,2.5,6,Clothing Store,http://www.vente-en-or.com/,,Oui,0%,0%,0%,33%,67%
Cocorico,4.5,"15,125",Clothing Store,http://www.cocorico.store/,,Oui,77%,11%,5%,3%,4%
Vinted FR,3.4,"40,485",Clothing Store,https://vinted.fr/,,Oui,43%,7%,4%,4%,42%
bonprix,4.0,"10,923",Clothing Store,http://www.bonprix.fr/,,Oui,55%,27%,9%,3%,6%
Zalando,2.5,9,Clothing Store,http://zalondo.fr/,,Oui,11%,0%,0%,11%,78%
AspaKI,2.5,5,Clothing Store,http://aspaki.fr/,,Oui,0%,0%,0%,0%,0%
Morgan,3.8,518,Clothing Store,http://morgandetoi.fr/,,Oui,46%,6%,5%,4%,39%
Jules,2.5,5,Clothing Store,http://jules.fr/,,Oui,0%,0%,0%,0%,0%
Nett Stock,2.5,6,Clothing Store,http://nett-stock.fr/,,Oui,0%,0%,0%,17%,83%
Footkorner,3.4,"1,960",Clothing Store,http://footkorner.com/,,Oui,0%,0%,3%,2%,35%
Descamps,2.5,10,Clothing Store,http://descamps.com/,,Oui,0%,0%,0%,0%,0%
Lebeli,2.5,5,Clothing Store,http://lebeli.fr/,,Oui,0%,0%,0%,0%,0%
Holekings,4.0,3,Clothing Store,http://www.holekings.com/,,Oui,0%,0%,0%,0%,0%
Robedesoireecourte,2.5,5,Clothing Store,http://robedesoireecourte.fr/,,Oui,0%,0%,0%,0%,0%
Luminya,2.5,8,Clothing Store,http://luminya.fr/,,Oui,62%,0%,0%,0%,38%
Horizons Lointains,4.7,"4,539",Clothing Store,https://horizons-lointains.fr/,"9 rue la Praya, 33950, Lège Cap Ferret, France",Oui,87%,7%,3%,1%,2%
Fitmefor20,4.0,4,Clothing Store,http://fitmefor20.com/,,Oui,0%,0%,0%,0%,0%
supram.fr,2.5,13,Clothing Store,http://www.supram.fr/,,Oui,31%,15%,0%,15%,39%
TurboFrance,2.5,13,Clothing Store,http://turbofrance.fr/,,Oui,15%,0%,0%,0%,85%
Univers du Japon,4.8,"3,604",Clothing Store,https://universdujapon.com/,"66 avenue des Champs Elysées, 75008, Paris, France",Oui,91%,6%,1%,1%,1%
NORM-CORE,4.3,"1,605",Clothing Store,http://norm-core.com/,,Oui,72%,12%,4%,4%,8%
